"Wiretap Table A-1. United States District Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
NEW JERSEY,2018-75816,MCNULTY,SWARTZ,CONSPIRACY,WC,D,43308.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,131.0,"1,816","3,919",410,195815.0,172646.0,18.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-75817,MCNULTY,SWARTZ,CONSPIRACY,WC,D,43339.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,186.0,"5,447","8,187","1,607",207227.0,172646.0,18.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77815,ARLEO,HULSER,MONEY LAUNDERING,"WC,WO",D,43117.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,16.0,70,961,10,84721.0,2700.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77817,SIMANDLE,HULSER,CORRUPTION,"OM,WC",O,43171.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,0,101,100,16787.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77819,MARTINOTTI,RYBICKI,NARCOTICS,WC,D,43265.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,3.0,11,52,0,532.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77823,WOLFSON,HULSER,NARCOTICS,WC,D,43304.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,994.0,994.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77819
NEW JERSEY,2018-77825,VAZQUEZ,SWARTZ,NARCOTICS,WC,D,43318.0,30.0,2.0,90.0,INSTALLED AND USED,84.0,43.0,65,"3,651","3,651",552769.0,9403.0,27.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77827,MARTINOTTI,DOWNING,FRAUD,WC,D,43335.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,17,117,0,52297.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77831,MARTINOTTI,MINER,NARCOTICS,WC,D,43364.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,4120.0,4120.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77819
NEW JERSEY,2018-77835,MARTINOTTI,DOWNING,NARCOTICS,WC,D,43388.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,8,227,0,74864.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77837,MCNULTY,HULSER,NARCOTICS,WC,N,43388.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,404330.0,775.0,0,0,0.0,0.0,0.0,0,,
NEW JERSEY,2018-77839,MCNULTY,HULSER,NARCOTICS,WC,D,43424.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,14,131,0,31994.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2018-77841,HALL,HULSER,NARCOTICS,WC,D,43431.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,14.0,5,330,0,39873.0,1625.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77835
NEW MEXICO,2012-75124,PARKER,HULSER,NARCOTICS,WC,D,41229.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,36253.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75145,BROWNING,WEINSTEIN,NARCOTICS,WC,D,40969.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,36868.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75147,HERRERA,BLANCO,NARCOTICS,WC,D,40912.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,39611.0,4158.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75149,ARMIJO,BLANCO,NARCOTICS,WC,D,41030.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,44348.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75155,BROWNING,BLANCO,NARCOTICS,WC,D,41025.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,36606.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75157,BROWNING,BLANCO,NARCOTICS,WC,D,41052.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,0.0,0,0,0,23490.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2012-75164,PARKER,WEINSTEIN,NARCOTICS,WC,D,41117.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,36253.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75122,PARKER,O'BRIEN,NARCOTICS,WC,D,41493.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,21801.0,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75128,JOHNSON,O'BRIEN,NARCOTICS,WC,D,41248.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,39178.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75133,BROWNING,BLANCO,NARCOTICS,WC,D,41410.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,0.0,0,0,0,5375.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75135,PARKER,BLANCO,NARCOTICS,WC,D,41313.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,37133.0,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75139,VASQUEZ,O'BRIEN,NARCOTICS,WC,D,41394.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,48482.0,2510.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75143,ARMIJO,O'BRIEN,NARCOTICS,WC,D,41352.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,41884.0,5866.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75162,BROWNING,BLANCO,NARCOTICS,WC,D,41388.0,30.0,1.0,60.0,INSTALLED AND USED,38.0,0.0,0,0,0,50929.0,3733.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75166,BROWNING,HULSER,NARCOTICS,WC,D,41338.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,59391.0,3501.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75168,ARMIJO,O'BRIEN,NARCOTICS,WC,D,41324.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,37521.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2013-75173,ARMIJO,O'BRIEN,NARCOTICS,WC,D,41297.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,15825.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2017-75114,BRACK,HULSER,NARCOTICS,WC,D,43053.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW MEXICO,2017-75116,BRACK,HULSER,NARCOTICS,WC,D,43020.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW MEXICO,2017-75118,BRACK,MCFADDEN,NARCOTICS,WC,D,42986.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,349692.0,19942.0,20.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2017-75126,GONZALES,HULSER,NARCOTICS,WC,D,42956.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,718.0,150,"27,983","7,719",63881.0,4392.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2017-75141,GONZALES,HULSER,NARCOTICS,WC,D,43003.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,18.0,13,288,61,13134.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW MEXICO,2018-69140,BRACK,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43151.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69152,BRACK,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43105.0,15.0,0.0,15.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69195,GONZALES,RICHARD DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43262.0,30.0,4.0,150.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69307,GONZALES,RICHARD DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43301.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69338,BRACK,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43105.0,15.0,0.0,15.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69413,GONZALES,DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43367.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69483,BRACK,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43137.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-69874,BRACK,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43137.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70018,GONZALES,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43411.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70157,BRACK,HULSER,DRUGS - ILLEGAL,WC,D,43185.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70201,BRACK,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43105.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70229,BRACK,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43137.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70264,GONZALES,DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43333.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-70774,GONZALES,RICHARD DOWNING,DRUGS - ILLEGAL,AP,D,43131.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW MEXICO,2018-75120,BRACK,RYBICKI,NARCOTICS,WC,D,43147.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW MEXICO,2018-75130,BRACK,HULSER,NARCOTICS,WC,D,43181.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW MEXICO,2018-75137,BRACK,HULSER,NARCOTICS,WC,D,43136.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW MEXICO,2018-75159,BRACK,RYBICKI,NARCOTICS,WC,D,43103.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2011-75014,ROSS,BROWN,NARCOTICS,WC,D,40609.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,228.0,18,"6,850","3,630",40250.0,3050.0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2011-75018,ROSS,BLANCO,NARCOTICS,WC,D,40438.0,30.0,3.0,120.0,INSTALLED AND USED,118.0,25.0,28,"3,000","1,645",76825.0,3625.0,19.0,0.0,0.0,0.0,0.0,19.0,,
NEW YORK EASTERN,2011-75022,ROSS,BLANCO,NARCOTICS,TX,D,40483.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,202.0,46,"17,995","2,929",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2011-75188,ROSS,BROWN,NARCOTICS,TX,D,40651.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,380.0,33,"10,626","1,035",36526.0,1750.0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2014-75016,CHEN,BLANCO,NARCOTICS,TX,D,41558.0,30.0,6.0,210.0,INSTALLED AND USED,198.0,0.0,0,0,0,224686.0,27500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75024,CHEN,BLANCO,NARCOTICS,TX,D,41746.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,62676.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75028,ROSS,BLANCO,NARCOTICS,TX,D,41829.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,91700.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75179,VITALIANO,BLANCO,NARCOTICS,WC,D,41674.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,98591.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75180,VITALIANO,O'BRIEN,NARCOTICS,WC,D,41717.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,63815.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75182,ROSS,O'BRIEN,NARCOTICS,TX,D,41743.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,0.0,0,0,0,46433.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2014-75184,CHEN,BLANCO,NARCOTICS,TX,D,41680.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,0.0,0,0,0,13069.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2015-75020,"KUNTZ, II",O'BRIEN,NARCOTICS,WC,D,42318.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,12403.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2015-75026,ROSS,BLANCO,NARCOTICS,TX,D,41876.0,30.0,3.0,120.0,INSTALLED AND USED,119.0,0.0,0,0,0,166173.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2015-75177,ROSS,O'BRIEN,NARCOTICS,TX,D,41928.0,30.0,3.0,120.0,INSTALLED AND USED,119.0,0.0,0,0,0,181338.0,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2018-75010,SEYBERT,DOWNING,NARCOTICS,WC,D,43185.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,47.0,12,"2,803",579,85218.0,3400.0,3.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2018-75012,SEYBERT,HULSER,NARCOTICS,WC,D,43217.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,149.0,4,"4,466",716,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2018-75175,SEYBERT,HULSER,NARCOTICS,WC,D,43147.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,141.0,100,"4,232","1,264",8473.0,2200.0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2018-75186,SEYBERT,SWARTZ,NARCOTICS,WC,D,43131.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,82.0,83,"2,462",512,16608.0,625.0,8.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2018-77843,BRODIE,HULSER,MONEY LAUNDERING,WC,D,43103.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,76.0,58,"4,562","1,339",63286.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK EASTERN,2018-77845,GARAUFIS,DAY,NARCOTICS,WC,D,43146.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,141.0,176,"12,677","2,917",820067.0,6560.0,0,0,0.0,0.0,0.0,0,,
NEW YORK EASTERN,2018-77847,CROTTY,MINER,NARCOTICS,WC,D,43384.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,99.0,70,"2,966","1,108",16454.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2016-75052,SUDDABY,DOWNING,NARCOTICS,WC,D,42403.0,30.0,1.0,60.0,INSTALLED AND USED,53.0,243.0,72,"12,857","4,258",70826.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2017-69141,KAHN,SWARTZ,NARCOTICS,"TX,WC",D,43033.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2017-70361,KAHN,SWARTZ,NARCOTICS,"TX,WC",D,43059.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2017-75030,SANNES,MCFADDEN,NARCOTICS,WC,D,42858.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,10,281,188,39010.0,1750.0,0,0,0.0,0.0,0.0,0,,
NEW YORK  NORTHERN,2017-75032,D'AGOSTINO,HULSER,NARCOTICS,WC,D,42859.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,193.0,90,"5,775","1,741",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK  NORTHERN,2017-75034,D'AGOSTINO,SWARTZ,NARCOTICS,WC,D,42836.0,30.0,1.0,60.0,INSTALLED AND USED,50.0,97.0,94,"4,868","2,121",66850.0,4750.0,10.0,0.0,0.0,0.0,0.0,7.0,,
NEW YORK  NORTHERN,2017-75036,SANNES,SWARTZ,NARCOTICS,WC,D,42808.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,41.0,20,"2,487",810,66806.0,4750.0,5.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2017-75038,SANNES,DOWNING,NARCOTICS,WC,D,43012.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,25865.0,1025.0,6.0,0.0,0.0,0.0,0.0,2.0,,
NEW YORK  NORTHERN,2017-75046,KAHN,SWARTZ,NARCOTICS,WC,D,43031.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38560.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2017-75050,KAHN,HULSER,NARCOTICS,WC,D,43059.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2017-75056,SANNES,SWARTZ,NARCOTICS,WC,D,42822.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,97.0,10,"2,901","1,894",39010.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2018-69270,KAHN,SWARTZ,NARCOTICS,"TX,WC",D,43108.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2018-69296,HURD,HULSER,CONSPIRACY,"TX,WC",D,43171.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2018-69343,D'AGOSTINO,HULSER,NARCOTICS,"EO,TX,WC",D,43395.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2018-70332,SUDDABY,RICHARD DOWNING,DRUGS - ILLEGAL,WC,D,43126.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK  NORTHERN,2018-75040,HURD,HULSER,NARCOTICS,WC,D,43200.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,115.0,15,"3,462",627,38560.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2018-75042,SUDDABY,DOWNING,NARCOTICS,WC,D,43125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,41.0,10,"1,239",133,26836.0,625.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2018-75044,HURD,MINER,NARCOTICS,WC,D,43167.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,47.0,15,"2,826",892,78920.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK  NORTHERN,2018-75048,KAHN,HULSER,NARCOTICS,WC,D,43108.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75074,KEENAN,BITKOWER,NARCOTICS,TX,D,41801.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,27.0,14,"1,611",676,60320.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75084,SWEET,BITKOWER,NARCOTICS,WC,D,41739.0,30.0,3.0,120.0,INSTALLED AND USED,117.0,0.0,0,0,0,116440.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75094,COTE,O'BRIEN,NARCOTICS,WC,D,41886.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,89209.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75099,DANIELS,O'BRIEN,NARCOTICS,WC,D,41845.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,28887.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75113,CROTTY,O'BRIEN,NARCOTICS,WC,D,41695.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,52416.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75131,CASTEL,BLANCO,NARCOTICS,WC,D,41670.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,57841.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75165,DANIELS,O'BRIEN,NARCOTICS,WC,D,41848.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,12735.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75171,KEENAN,BITKOWER,NARCOTICS,WC,D,41795.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,37018.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75176,ABRAMS,BLANCO,NARCOTICS,WC,D,41866.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,26420.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75178,HELLERSTEIN,BITKOWER,NARCOTICS,WC,D,41787.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,58866.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75191,FURMAN,O'BRIEN,NARCOTICS,WC,D,41942.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75196,BATTS,BITKOWER,NARCOTICS,TX,D,41935.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,83.0,20,"2,500","1,477",40093.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75200,ABRAMS,O'BRIEN,NARCOTICS,WC,D,41949.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,0.0,0,0,0,18480.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75204,KEENAN,BITKOWER,NARCOTICS,WC,D,41799.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,499.0,183,"14,470","2,994",29658.0,1925.0,10.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75207,ABRAMS,O'BRIEN,NARCOTICS,WC,D,41921.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,13812.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75208,CASTEL,O'BRIEN,NARCOTICS,WC,D,41961.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,30325.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75212,ABRAMS,O'BRIEN,NARCOTICS,WC,D,41862.0,30.0,2.0,90.0,INSTALLED AND USED,86.0,0.0,0,0,0,87112.0,3650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75218,ABRAMS,BITKOWER,NARCOTICS,WC,D,41858.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,29288.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75220,WOOD,BLANCO,NARCOTICS,TX,D,41731.0,30.0,5.0,180.0,INSTALLED AND USED,180.0,0.0,0,0,0,192207.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75224,PRESKA,BLANCO,NARCOTICS,TX,D,41768.0,30.0,1.0,60.0,INSTALLED AND USED,40.0,0.0,0,0,0,41113.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75226,WOOD,O'BRIEN,NARCOTICS,TX,D,41850.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,63404.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75235,CARTER,O'BRIEN,NARCOTICS,WC,D,41899.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,0.0,0,0,0,73644.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK SOUTHERN,2014-75247,KARAS,BITKOWER,NARCOTICS,WC,D,41912.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,90.0,104,"5,381","1,705",75820.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
