Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"MISSOURI, EASTERN",2013-64,HERNDON,BLANCO,NARCOTICS,"WC,EO",D,41529.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-65,AUTREY,BLANCO,NARCOTICS,"WC,TX",D,41533.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-66,MURPHY,BLANCO,NARCOTICS,"WC,TX",D,41537.0,30,0,30,INSTALLED AND USED,30.0,30.0,77.0,902.0,621.0,37885.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-67,AUTREY,BLANCO,NARCOTICS,"WC,TX",D,41537.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-68,ROSS,BLANCO,NARCOTICS,"WC,TX",D,41551.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-69,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41551.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-70,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41555.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-71,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41558.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-72,ROSS,BLANCO,NARCOTICS,"WC,TX",D,41596.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-73,FLEISSIG,BLANCO,NARCOTICS,WC,D,41619.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-74,FLEISSIG,O'BRIEN,NARCOTICS,WC,D,41620.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2009-1,KAYS,KEENEY,GAMBLING,"WC,OM,WO","O,D,A",39793.0,30,1,60,INSTALLED AND USED,60.0,18.0,216.0,1076.0,10.0,146648.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2010-17,WHIPPLE,WEINSTEIN,NARCOTICS,WC,D,40301.0,30,0,30,INSTALLED AND USED,30.0,12.0,71.0,349.0,1.0,580451.0,12274.0,15.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2010-18,WHIPPLE,KEENEY,NARCOTICS,WC,D,40373.0,30,0,30,INSTALLED AND USED,30.0,11.0,89.0,343.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-19,WHIPPLE,KEENEY,NARCOTICS,WC,D,40373.0,30,1,60,INSTALLED AND USED,60.0,6.0,57.0,332.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-20,WHIPPLE,WEINSTEIN,NARCOTICS,WC,D,40399.0,30,0,30,INSTALLED AND USED,9.0,55.0,26.0,497.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-21,WHIPPLE,WEINSTEIN,NARCOTICS,WC,D,40417.0,30,0,30,INSTALLED AND USED,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-22,WHIPPLE,WEINSTEIN,NARCOTICS,WC,D,40417.0,30,0,30,INSTALLED AND USED,30.0,12.0,55.0,347.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-23,WHIPPLE,BLANCO,NARCOTICS,WC,D,40423.0,30,1,60,INSTALLED AND USED,39.0,18.0,61.0,716.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-24,WHIPPLE,BLANCO,NARCOTICS,WC,D,40442.0,30,0,30,INSTALLED AND USED,9.0,17.0,31.0,149.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-25,WHIPPLE,WEINSTEIN,NARCOTICS,WC,D,40459.0,30,0,30,INSTALLED AND USED,26.0,52.0,24.0,1347.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2010-26,FENNER,BLANCO,NARCOTICS,WC,D,40471.0,30,0,30,INSTALLED AND USED,30.0,15.0,87.0,437.0,321.0,47563.0,4000.0,48.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2010-27,WHIPPLE,BLANCO,NARCOTICS,WC,D,40479.0,30,0,30,INSTALLED AND USED,5.0,6.0,10.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-17,RELATED TO NO. 2010-17
"MISSOURI, WESTERN",2011-20,FENNER,BROWN,NARCOTICS,WC,D,40522.0,30,1,60,INSTALLED AND USED,60.0,15.0,155.0,924.0,897.0,60577.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-26
"MISSOURI, WESTERN",2011-21,"GAITAN, JR.",BLANCO,NARCOTICS,WC,D,40534.0,30,0,30,INSTALLED AND USED,30.0,5.0,51.0,141.0,141.0,14685.0,1360.0,20.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2011-22,FENNER,BLANCO,NARCOTICS,WC,D,40644.0,30,1,60,INSTALLED AND USED,60.0,31.0,154.0,1855.0,1851.0,124500.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-26
"MISSOURI, WESTERN",2011-23,LAUGHREY,BLANCO,CONSPIRACY,"WC,EO",D,40759.0,30,1,60,INSTALLED AND USED,60.0,13.0,137.0,803.0,19.0,285300.0,26100.0,19.0,0.0,0.0,0.0,0.0,10.0,,
"MISSOURI, WESTERN",2011-24,"GAITAN, JR.",BLANCO,NARCOTICS,WC,D,40855.0,30,0,30,INSTALLED AND USED,30.0,11.0,50.0,329.0,187.0,238130.0,5083.0,17.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2012-30,LAUGHREY,BROWN,CONSPIRACY,WC,D,40815.0,30,2,90,INSTALLED AND USED,90.0,21.0,274.0,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-23,RELATED TO NO. 2011-23
"MISSOURI, WESTERN",2012-31,"GAITAN, JR.",BROWN,NARCOTICS,WC,D,40912.0,30,0,30,INSTALLED AND USED,20.0,6.0,50.0,128.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-24
"MISSOURI, WESTERN",2012-32,"GAITAN, JR.",BROWN,NARCOTICS,WS,B,40912.0,30,0,30,INSTALLED AND USED,27.0,7.0,50.0,195.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-24,RELATED TO NO. 2011-24
"MISSOURI, WESTERN",2012-33,"GAITAN, JR.",BLANCO,NARCOTICS,WC,D,40933.0,30,0,30,INSTALLED AND USED,7.0,18.0,50.0,123.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-24,RELATED TO NO. 2011-24
"MISSOURI, WESTERN",2012-34,FENNER,BLANCO,NARCOTICS,WC,D,40987.0,30,3,120,INSTALLED AND USED,120.0,27.0,396.0,3182.0,1592.0,522588.0,7495.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-26
"MISSOURI, WESTERN",2012-35,WIMES,BLANCO,NARCOTICS,WC,D,41149.0,30,2,90,INSTALLED AND USED,79.0,51.0,307.0,4002.0,1116.0,97483.0,770.0,9.0,0.0,0.0,1.0,0.0,5.0,,
"MISSOURI, WESTERN",2012-36,"GAITAN, JR.",BLANCO,NARCOTICS,"WC,TX",D,41152.0,30,0,30,INSTALLED AND USED,30.0,64.0,76.0,1914.0,146.0,277040.0,4658.0,22.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2012-37,"GAITAN, JR.",BLANCO,NARCOTICS,"WC,TX",D,41152.0,30,2,90,INSTALLED AND USED,72.0,41.0,142.0,2979.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-36,RELATED TO NO. 2012-36
"MISSOURI, WESTERN",2012-38,WIMES,BURETTA,NARCOTICS,WC,D,41176.0,30,1,60,INSTALLED AND USED,52.0,67.0,348.0,3459.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-35,RELATED TO NO. 2012-35
"MISSOURI, WESTERN",2012-39,"GAITAN, JR.",BROWN,NARCOTICS,"WC,TX",D,41177.0,30,1,60,INSTALLED AND USED,55.0,43.0,72.0,2364.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-36,RELATED TO NO. 2012-36
"MISSOURI, WESTERN",2012-40,"GAITAN, JR.",BROWN,NARCOTICS,"WC,TX",D,41180.0,30,0,30,INSTALLED AND USED,25.0,20.0,52.0,506.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-36,RELATED TO NO. 2012-36
"MISSOURI, WESTERN",2013-1,WIMES,BLANCO,NARCOTICS,"WC,TX",D,41255.0,30,1,60,INSTALLED AND USED,58.0,39.0,49.0,2285.0,985.0,73286.0,1250.0,10.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2013-2,"GAITAN, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41262.0,30,2,90,INSTALLED AND USED,90.0,84.0,117.0,7538.0,2131.0,40994.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2013-3,FENNER,O'BRIEN,NARCOTICS,WC,D,41366.0,30,0,30,INSTALLED AND USED,27.0,8.0,36.0,213.0,213.0,35238.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2013-4,FENNER,THIELHORN,NARCOTICS,WC,D,41369.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2013-5,"GAITAN, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41397.0,30,1,60,INSTALLED AND USED,53.0,4.0,31.0,200.0,200.0,25096.0,1250.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, WESTERN",2013-6,PHILLIPS,BLANCO,NARCOTICS,"WC,TX",D,41590.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,1996-1,CAMBRIDGE,KEENEY,CONSPIRACY,WS,D,35263.0,30,0,30,INSTALLED AND USED,30.0,9.0,26.0,272.0,1.0,12500.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,1998-271,CAMBRIDGE,WARREN,NARCOTICS,WS,B,35727.0,30,2,90,INSTALLED AND USED,90.0,59.0,10.0,5300.0,256.0,244444.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 1996-1
NEBRASKA,1998-272,CAMBRIDGE,WARREN,NARCOTICS,OM,B,35769.0,30,0,30,INSTALLED AND USED,30.0,80.0,10.0,2404.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 1998-271,RELATED TO NO. 1996-1
NEBRASKA,2012-11,SMITH CAMP,HULSER,CONSPIRACY,EE,H,41208.0,30,0,30,INSTALLED AND USED,16.0,9.0,1.0,137.0,137.0,8011.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,,
NEBRASKA,2012-12,SMITH CAMP,BLANCO,CONSPIRACY,EE,O,41231.0,30,0,30,INSTALLED AND USED,20.0,279.0,1063.0,5578.0,5578.0,33871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-11
NEBRASKA,2013-1,CAMP,BLANCO,NARCOTICS,WC,D,41435.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-2,CAMP,BLANCO,NARCOTICS,WC,D,41435.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-3,CAMP,O'BRIEN,NARCOTICS,"WC,TX",D,41446.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-4,CAMP,O'BRIEN,NARCOTICS,"WC,TX",D,41446.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-5,CAMP,BLANCO,NARCOTICS,WC,D,41478.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-6,CAMP,BLANCO,NARCOTICS,WC,D,41478.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-7,CAMP,MCINERNEY,NARCOTICS,WC,D,41486.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-8,CAMP,MCINERNEY,NARCOTICS,WC,D,41486.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-9,CAMP,MCINERNEY,NARCOTICS,WC,D,41487.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-10,CAMP,MCINERNEY,NARCOTICS,WC,D,41487.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-11,CAMP,O'BRIEN,NARCOTICS,"WC,TX",D,41582.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA,2013-12,CAMP,O'BRIEN,NARCOTICS,"WC,TX",D,41582.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2010-12,DAWSON,BLANCO,FRAUD,"WC,OM","H,D",40183.0,30,2,90,INSTALLED AND USED,90.0,5.0,35.0,481.0,170.0,92399.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2010-13,PRO,KEENEY,TRANSPORT,WC,D,40277.0,30,0,30,INSTALLED AND USED,30.0,58.0,29.0,1727.0,45.0,9686.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2011-16,PRO,SWARTZ,NARCOTICS,WC,D,40463.0,30,1,60,INSTALLED AND USED,58.0,260.0,104.0,15081.0,1375.0,35473.0,1286.0,24.0,0.0,0.0,0.0,0.0,8.0,,
NEVADA,2011-17,NAVARRO,BROWN,NARCOTICS,WC,D,40527.0,30,0,30,INSTALLED AND USED,29.0,40.0,16.0,1170.0,106.0,45803.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-16
NEVADA,2011-18,NAVARRO,BROWN,NARCOTICS,WC,D,40527.0,30,0,30,INSTALLED AND USED,29.0,40.0,16.0,1170.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-17,RELATED TO NO. 2011-16
NEVADA,2012-3,GEORGE,BLANCO,RACKETEERING,WC,D,40855.0,30,2,90,INSTALLED AND USED,90.0,274.0,141.0,24665.0,3139.0,53878.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-4,DAWSON,BROWN,RACKETEERING,WC,D,40890.0,30,0,30,INSTALLED AND USED,30.0,74.0,24.0,2235.0,1297.0,35430.0,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-5,DAWSON,BROWN,RACKETEERING,WC,D,40931.0,30,0,30,INSTALLED AND USED,30.0,596.0,154.0,17868.0,1094.0,49853.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-6,DAWSON,BLANCO,RACKETEERING,WC,D,41025.0,30,0,30,INSTALLED AND USED,30.0,175.0,70.0,5241.0,1235.0,9853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-7,DAWSON,BLANCO,NARCOTICS,WC,D,41040.0,30,0,30,INSTALLED AND USED,30.0,24.0,5.0,731.0,115.0,4077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-8,NAVARRO,BLANCO,NARCOTICS,WC,D,41141.0,30,0,30,INSTALLED AND USED,30.0,26.0,20.0,790.0,34.0,17618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2012-9,JONES,HULSER,NARCOTICS,"WC,TX",D,41241.0,30,0,30,INSTALLED AND USED,29.0,64.0,5.0,1848.0,180.0,37055.0,700.0,5.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-1,NAVARRO,O'BRIEN,NARCOTICS,WC,D,41305.0,30,0,30,INSTALLED AND USED,30.0,14.0,28.0,409.0,152.0,34777.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-2,NAVARRO,O'BRIEN,NARCOTICS,WC,D,41305.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-3,NAVARRO,O'BRIEN,NARCOTICS,WC,D,41305.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-4,NAVARRO,O'BRIEN,NARCOTICS,WC,D,41305.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-5,NAVARRO,O'BRIEN,NARCOTICS,"WC,TX",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-6,NAVARRO,O'BRIEN,NARCOTICS,"WC,TX",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-7,NAVARRO,O'BRIEN,NARCOTICS,"WC,TX",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-8,NAVARRO,O'BRIEN,NARCOTICS,"WC,TX",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-9,NAVARRO,O'BRIEN,NARCOTICS,"WC,TX",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-10,MAHAN,O'BRIEN,NARCOTICS,"WC,TX",D,41346.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-11,MAHAN,O'BRIEN,NARCOTICS,"WC,TX",D,41346.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-12,MAHAN,BLANCO,NARCOTICS,"WC,TX",D,41374.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-13,MAHAN,BLANCO,NARCOTICS,"WC,TX",D,41374.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-14,MCKIBBEN,O'BRIEN,NARCOTICS,WC,D,41386.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-15,MCKIBBEN,O'BRIEN,NARCOTICS,WC,D,41386.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-16,NAVARRO,BLANCO,NARCOTICS,WC,D,41388.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-17,NAVARRO,BLANCO,NARCOTICS,WC,D,41388.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-18,MAHAN,BLANCO,NARCOTICS,WC,D,41403.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-19,MAHAN,BLANCO,NARCOTICS,WC,D,41403.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-20,NAVARRO,BLANCO,NARCOTICS,"WC,TX",D,41460.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-21,NAVARRO,BLANCO,NARCOTICS,"WC,TX",D,41460.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-22,NAVARRO,BITKOWER,NARCOTICS,"WC,TX",D,41495.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-23,NAVARRO,BITKOWER,NARCOTICS,"WC,TX",D,41495.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-24,MAHAN,BLANCO,NARCOTICS,"WC,TX",D,41556.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-25,MAHAN,BLANCO,NARCOTICS,"WC,TX",D,41576.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,2013-26,MAHAN,BLANCO,NARCOTICS,"WC,TX",D,41576.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW HAMPSHIRE,2013-1,MCAULIFFE,O'BRIEN,NARCOTICS,"WC,TX",D,41547.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW HAMPSHIRE,2013-2,MCAULIFFE,O'BRIEN,EXTORTION,"WC,TX",D,41554.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW HAMPSHIRE,2013-3,BARBADORO,O'BRIEN,NARCOTICS,"WC,TX",D,41570.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW HAMPSHIRE,2013-4,BARBADORO,O'BRIEN,NARCOTICS,"WC,TX",D,41599.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW HAMPSHIRE,2013-5,BARBADORO,O'BRIEN,NARCOTICS,"WC,TX",D,41626.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW JERSEY,2008-17,GREENAWAY,BLANCO,NARCOTICS,WC,D,39632.0,30,1,60,INSTALLED AND USED,60.0,70.0,203.0,4228.0,76.0,540052.0,8635.0,13.0,0.0,0.0,0.0,0.0,13.0,,
NEW JERSEY,2008-18,GREENAWAY,KEENEY,NARCOTICS,WC,D,39632.0,30,2,90,INSTALLED AND USED,90.0,74.0,272.0,6681.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2008-17,RELATED TO NO. 2008-17
