Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
MASSACHUSETTS,2015-108,"SAYLOR, IV.",,NARCOTICS,"WC,TX",D,42275.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,152.0,93,"7,754","4,824",28760.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-106
MASSACHUSETTS,2015-110,"SAYLOR, IV.",,NARCOTICS,"WC,TX",D,42320.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,222.0,51,"2,675","1,762",17434.0,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-106
MASSACHUSETTS,2015-111,CASPER,,$LAUNDERING,WC,D,42317.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,66.0,33,"1,994",345,59276.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2015-135,STEARNS,BLANCO,CONSPIRACY,"WC,TX",D,42241.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2015-137,GORTON,BITKOWER,CONSPIRACY,"WC,TX",D,42208.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2015-151,CASPER,O'BRIEN,CONSPIRACY,"WC,TX",D,42314.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-87,BURROUGHS,O'BRIEN,CONSPIRACY,WC,R,42354.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,79.0,44,"2,384","2,300",155269.0,4121.0,7.0,0.0,0.0,3.0,1.0,1.0,,
MASSACHUSETTS,2016-88,GORTON,,NARCOTICS,WC,D,42307.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,229.0,42,"13,789",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-99,RELATED TO NO. 2015-99
MASSACHUSETTS,2016-89,SARIS,,EXTORTION,"WC,OM","D,B",42376.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,4018.0,44,"40,180","19,739",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-93,RELATED TO NO. 2013-93
MASSACHUSETTS,2016-90,BURROUGHS,O'BRIEN,CONSPIRACY,WC,R,42398.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,72.0,21,"2,179","2,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-87,RELATED TO NO. 2016-87
MASSACHUSETTS,2016-91,BURROUGHS,O'BRIEN,CONSPIRACY,WC,R,42409.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,26.0,19,803,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-87,RELATED TO NO. 2016-87
MASSACHUSETTS,2016-92,SARIS,O'BRIEN,EXTORTION,"WC,OM","D,B",42241.0,30.0,5.0,180.0,INSTALLED AND USED,180.0,294.0,305,"53,017","19,739",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-93,RELATED TO NO. 2013-93
MASSACHUSETTS,2016-93,BURROUGHS,,CONSPIRACY,WC,R,42443.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,9,312,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-87,RELATED TO NO. 2016-87
MASSACHUSETTS,2016-95,HILLMAN,,NARCOTICS,"WC,TX",D,42445.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,1038.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-96,BURROUGHS,O'BRIEN,CONSPIRACY,WC,R,42457.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,321.0,292,"9,652",444,144959.0,12670.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-97,HILLMAN,,NARCOTICS,"WC,TX",D,42459.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,28.0,11,"1,674","1,580",42387.0,1750.0,9.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-98,HILLMAN,,NARCOTICS,"WC,TX",D,42487.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,42.0,2,"1,244",53,14171.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-101,BURROUGHS,O'BRIEN,CONSPIRACY,WC,R,42513.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,26,325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-96,RELATED TO NO. 2016-96
MASSACHUSETTS,2016-102,SARIS,O'BRIEN,RACKETEERING,OO,A,42478.0,30.0,1.0,60.0,NEVER INSTALLED,0.0,0.0,0,0,0,36244.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-103,MASTROIANNI,O'BRIEN,CONSPIRACY,WC,D,42517.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,144.0,148,"8,669","1,635",275719.0,5139.0,16.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2016-104,HILLMAN,O'BRIEN,DRUGS - ILLEGAL,WC,D,42607.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-105,"SAYLOR, IV.",O'BRIEN,CONSPIRACY,"WC,TX",D,42296.0,30.0,6.0,210.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-106,MASTROIANNI,CALDWELL,DRUGS - ILLEGAL,WC,"D,R",42541.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-107,STEARNS,BLANCO,CONSPIRACY,WC,D,42227.0,30.0,7.0,240.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-108,HILLMAN,DOWNING,DRUGS - ILLEGAL,WC,D,42557.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-109,MASTROIANNI,CALDWELL,DRUGS - ILLEGAL,WC,"D,R",42573.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-111,MASTROIANNI,O'BRIEN,CONSPIRACY,"WC,TX",D,42517.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-113,MASTROIANNI,O'BRIEN,DRUGS - ILLEGAL,WC,D,42509.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-115,HILLMAN,BLANCO,DRUGS - ILLEGAL,WC,D,42668.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-116,HILLMAN,O'BRIEN,CONSPIRACY,"WC,TX",D,42451.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-117,HILLMAN,O'BRIEN,CONSPIRACY,"WC,TX",D,42460.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-118,HILLMAN,O'BRIEN,DRUGS - ILLEGAL,WC,D,42576.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-119,SARIS,O'BRIEN,RACKETEERING,OM,B,42478.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-120,SOROKIN,BITKOWER,CONSPIRACY,"WC,TX",D,42092.0,30.0,9.0,300.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-121,MASTROIANNI,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,42501.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-122,BURROUGHS,O'BRIEN,RACKETEERING,"WC,TX",D,42457.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-123,BURROUGHS,O'BRIEN,CONSPIRACY,"WC,TX",D,42425.0,30.0,4.0,150.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-124,GORTON,O'BRIEN,CONSPIRACY,"WC,TX",D,42368.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-125,BURROUGHS,O'BRIEN,CONSPIRACY,"WC,TX",D,42354.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-127,CASPER,DOWNING,RACKETEERING,"WC,TX",D,42307.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-128,GORTON,DOWNING,DRUGS - ILLEGAL,"WC,EO",D,42543.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-129,MASTROIANNI,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,42475.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2016-130,GORTON,O'BRIEN,DRUGS - ILLEGAL,"WC,EO",D,42368.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2014-13,ROBERTS,,NARCOTICS,WC,D,41794.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,38860.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2014-15,ROBERTS,,NARCOTICS,WC,D,41843.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,39135.0,1875.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2014-17,ROSEN,,EXTORTION,WC,D,41865.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,112,291,0,259439.0,8475.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2014-18,ROSEN,O'BRIEN,EXTORTION,WC,D,41963.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,25,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2015-12,ROSEN,,RACKETEERING,WC,D,41918.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,10.0,178,644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2015-13,TARNOW,,NARCOTICS,"WC,TX",D,42046.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,90.0,42,"2,717",409,38202.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-16,GOLDSMITH,,NARCOTICS,"WC,TX",D,42058.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,56.0,30,"1,695",665,41064.0,775.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-18,EDMUNDS,,NARCOTICS,"WC,TX",D,42118.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,53,"1,605",146,39010.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-19,ROBERTS,,NARCOTICS,"WC,TX",D,42132.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,183.0,81,"5,510",515,39135.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-22,ROBERTS,,NARCOTICS,"WC,TX",D,42107.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,39.0,43,"2,235",118,55721.0,3771.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-24,EDMUNDS,,NARCOTICS,"WC,TX",D,42157.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,102.0,54,"3,070",225,39135.0,1875.0,7.0,0.0,0.0,0.0,0.0,1.0,,
"MICHIGAN, EASTERN",2015-25,BORMAN,,NARCOTICS,"WC,TX",D,42143.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,66.0,225,"3,998",605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-26
"MICHIGAN, EASTERN",2015-26,BORMAN,,NARCOTICS,"WC,TX",D,42177.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,73,997,174,37260.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-27,BORMAN,,NARCOTICS,"WC,TX",D,42082.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,101.0,399,"12,143","5,989",210761.0,7925.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-26
"MICHIGAN, EASTERN",2015-31,ROBERTS,,NARCOTICS,"WC,TX",D,42208.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,153.0,338,"4,617",573,40460.0,3200.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-33,DRAIN,,NARCOTICS,"WC,TX",D,42137.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,48.0,313,"2,904",329,78345.0,3825.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-35,ROSEN,,EXTORTION,WC,D,42202.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,138.0,300,"12,490",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2015-36,DRAIN,,NARCOTICS,"WC,TX",D,42311.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,77.0,8,"2,317",113,27972.0,1600.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-38,ROSEN,,EXTORTION,WC,D,42290.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,80.0,238,"4,844",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2015-39,ROSEN,,EXTORTION,WC,D,42331.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,58,313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2015-41,GOLDSMITH,,NARCOTICS,"WC,TX",D,42332.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38203.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2015-70,HOOD,O'BRIEN,DRUGS - PRESCRIPTION,"WC,TX",D,42215.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2015-71,HOOD,BLANCO,DRUGS - PRESCRIPTION,"WC,TX",D,42138.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2016-37,HOOD,,NARCOTICS,"WC,TX",D,42305.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,8.0,34,761,709,82585.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-39,ROSEN,,EXTORTION,WC,D,42226.0,30.0,5.0,180.0,INSTALLED AND USED,180.0,20.0,272,"3,647",585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2016-41,TARNOW,,NARCOTICS,WC,D,42451.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,4,3,37693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-42,"MURPHY, III.",,NARCOTICS,WC,D,42445.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,19.0,9,"1,148",118,132371.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-5
"MICHIGAN, EASTERN",2016-43,COX,,NARCOTICS,"WC,TX",D,42485.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,45.0,52,"1,379",81,27793.0,1700.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-45,BATTANI,,NARCOTICS,"WC,TX",D,42495.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,54.0,94,"1,626",74,26843.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-48,TARNOW,,NARCOTICS,WC,D,42482.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,3.0,31,141,100,53791.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-50,TARNOW,,NARCOTICS,TX,D,42500.0,30.0,1.0,60.0,INSTALLED AND USED,28.0,0.0,2,7,2,7195.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-51,DRAIN,O'BRIEN,NARCOTICS,"WC,EO",D,42509.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,60.0,257,"1,818",215,84040.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-53,TARNOW,,NARCOTICS,"WC,TX",D,42423.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,26.0,1,"3,154",452,131940.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-54,BORMAN,O'BRIEN,CONSPIRACY,WC,D,42514.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,17.0,32,"1,025",0,65202.0,4030.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-3
"MICHIGAN, EASTERN",2016-55,ROSEN,O'BRIEN,EXTORTION,WC,D,42465.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,44.0,361,"5,389",639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2016-56,DRAIN,,NARCOTICS,WC,D,42558.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,35.0,346,"1,069",48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51
"MICHIGAN, EASTERN",2016-57,BORMAN,O'BRIEN,CONSPIRACY,WC,D,42537.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,4.0,17,272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-54,RELATED TO NO. 2015-3
"MICHIGAN, EASTERN",2016-58,DRAIN,O'BRIEN,NARCOTICS,WC,D,42542.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,12.0,9,760,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51
"MICHIGAN, EASTERN",2016-59,ROSEN,O'BRIEN,EXTORTION,WC,D,42584.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,19,76,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2016-60,ROSEN,O'BRIEN,EXTORTION,WC,D,42523.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,13.0,179,"1,231",252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17
"MICHIGAN, EASTERN",2016-61,LUDINGTON,,CONSPIRACY,WC,D,42535.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,112.0,113,"10,115","3,124",123408.0,2975.0,13.0,0.0,11.0,1.0,0.0,0.0,,
"MICHIGAN, EASTERN",2016-62,DRAIN,,NARCOTICS,WC,D,42593.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,13.0,40,"1,211",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51
"MICHIGAN, EASTERN",2016-63,COX,,DRUGS - ILLEGAL,WC,D,42648.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2016-64,COX,O'BRIEN,DRUGS - ILLEGAL,WC,D,42521.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2016-67,COX,BLANCO,CONSPIRACY,"WC,TX",D,42486.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, EASTERN",2016-68,LUDINGTON,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,42535.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MICHIGAN, WESTERN",2014-12,MALONEY,,NARCOTICS,WC,D,41747.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2014-19,ERICKSON,,NARCOTICS,"WC,TX",D,41803.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,28100.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2014-20,NELSON,,NARCOTICS,"WC,TX",D,41820.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,27977.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2014-22,MAGNUSON,,NARCOTICS,"WC,TX",D,41865.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,26930.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2015-12,MONTGOMERY,,NARCOTICS,"WC,TX",D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,176.0,48,"1,060",394,6980.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2015-13,MAGNUSON,,NARCOTICS,"WC,TX,EO",D,42227.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,25.0,16,206,126,7665.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2015-16,NELSON,,NARCOTICS,"WC,TX",D,42219.0,30.0,0.0,30.0,NEVER INSTALLED,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MINNESOTA,2015-18,MAGNUSON,BLANCO,NARCOTICS,"WC,TX",D,42228.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MINNESOTA,2015-19,NELSON,BLANCO,NARCOTICS,"WC,TX",D,42220.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MINNESOTA,2015-20,NELSON,SUH,NARCOTICS,"WC,TX",D,42201.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MINNESOTA,2016-13,DOTY,HULSER,NARCOTICS,"WC,TX",D,42674.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"MISSISSIPPI, NORTHERN",2014-9,AYCOCK,,NARCOTICS,"WC,TX",D,41745.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,36643.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, NORTHERN",2014-10,MILLS,,NARCOTICS,"WC,TX",D,41766.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,,,,,74426.0,2390.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, NORTHERN",2014-11,MILLS,,NARCOTICS,"WC,TX",D,41823.0,30.0,0.0,30.0,INSTALLED AND USED,4.0,,,,,6668.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, NORTHERN",2015-17,AYCOCK,,NARCOTICS,"WC,TX",D,42226.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,287.0,28,"8,323",341,101900.0,1100.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, NORTHERN",2015-18,AYCOCK,,NARCOTICS,"WC,TX",D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,0.0,0,0,0,30583.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-17
"MISSISSIPPI, NORTHERN",2016-11,DAVIDSON,,NARCOTICS,"WC,TX",D,42564.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,146.0,83,"4,100",629,35401.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, NORTHERN",2016-14,BIGGERS,,NARCOTICS,"WC,TX",D,42458.0,30.0,0.0,30.0,NEVER INSTALLED,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-15,GUIROLA,,NARCOTICS,WC,D,41016.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,38760.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-16,GUIROLA,,NARCOTICS,WC,D,40973.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,77520.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-11,OZERDEN,,NARCOTICS,WC,D,41410.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,,,,,19280.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-13,STARRETT,,NARCOTICS,"WC,TX",D,41474.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,,,,,19930.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-16,STARRETT,,NARCOTICS,"WC,TX",D,41508.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,,,,,14170.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-17,WINGATE,,NARCOTICS,"WC,TX",D,41473.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,76807.0,2287.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-18,WINGATE,,NARCOTICS,WC,D,41516.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,38035.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-22,OZERDEN,,NARCOTICS,"WC,TX",D,41484.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,,,,,75686.0,3650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-24,STARRETT,,NARCOTICS,WC,D,41564.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,36926.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,,
