"Wiretap Table B-1. State Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76276,CLOTT,GONZALEZ,NARCOTICS,WC,D,43076.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76278,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43053.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,38.0,0,"3,344",544,0,65863.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76279,CLOTT,MCMAHON,NARCOTICS,WC,D,43124.0,30.0,2.0,90.0,INSTALLED AND USED,77.0,246.0,441,"18,943","1,583",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76280,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43145.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,1,2,0,0,109633.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76281,CLOTT,MCMAHON,NARCOTICS,WC,D,43145.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,72.0,149,"4,026",48,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76282,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43145.0,30.0,1.0,60.0,INSTALLED AND USED,53.0,59.0,54,"3,120","2,467",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76283,CLOTT,MCMAHON,NARCOTICS,WC,D,43173.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,182.0,440,"10,582",307,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76284,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43173.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,9.0,25,377,247,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76285,CLOTT,MCMAHON,NARCOTICS,WC,D,43202.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,334.0,"1,119","9,673",321,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76286,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43222.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,271.0,32,"7,577",300,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76287,CLOTT,CLARK,NARCOTICS,WC,D,43265.0,30.0,2.0,90.0,INSTALLED AND USED,77.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76288,BIBEN,LYNTON,NARCOTICS,WC,D,43294.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76289,BIBEN,CLARK,NARCOTICS,WC,D,43294.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76290,CLOTT,MCMAHON,NARCOTICS,WC,D,43231.0,30.0,5.0,180.0,INSTALLED AND USED,133.0,295.0,991,"39,284",452,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76291,CLOTT,CLARK,NARCOTICS,WC,D,43322.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76292,CLOTT,MCMAHON,NARCOTICS,WC,D,43231.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,0.0,7,7,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76293,CLOTT,CLARK,NARCOTICS,WC,D,43357.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76294,CLOTT,MCMAHON,NARCOTICS,WC,D,43249.0,30.0,5.0,180.0,INSTALLED AND USED,116.0,317.0,"1,107","36,755",533,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76295,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43173.0,30.0,1.0,60.0,INSTALLED AND USED,49.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76296,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43192.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76297,ROSS,GONZALEZ,NARCOTICS,WC,D,43082.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,71.0,0,"4,101",545,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76298,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43221.0,30.0,3.0,120.0,INSTALLED AND USED,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76299,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43221.0,30.0,3.0,120.0,INSTALLED AND USED,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76300,ROSS,GONZALEZ,NARCOTICS,WC,D,43111.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,72.0,0,"4,191",844,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76301,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43221.0,30.0,3.0,120.0,INSTALLED AND USED,104.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76302,ROSS,GONZALEZ,NARCOTICS,WC,D,43111.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,11.0,0,619,145,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76303,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43279.0,30.0,1.0,60.0,INSTALLED AND USED,38.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76304,ROSS,GONZALEZ,NARCOTICS,WC,D,43171.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,97.0,0,"2,917",77,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76305,CLOTT,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43371.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76306,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43160.0,30.0,3.0,120.0,INSTALLED AND USED,74.0,30.0,0,"2,204",301,0,129160.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76307,CLOTT,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43371.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76308,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43160.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,8.0,0,113,20,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76309,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43391.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76310,CLOTT,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43181.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,4.0,0,4,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76311,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43391.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76312,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43192.0,30.0,1.0,60.0,INSTALLED AND USED,41.0,38.0,0,"1,562",146,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76313,ROSS,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43419.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76314,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43192.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,10.0,0,10,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76315,ROSS,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43419.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76316,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43199.0,30.0,1.0,60.0,INSTALLED AND USED,36.0,70.0,0,"2,516",126,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76317,ROSS,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43419.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76318,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43235.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,13.0,0,101,1,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76319,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43250.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,50.0,0,656,43,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76320,CLOTT,GONZALEZ,NARCOTICS,WC,D,43124.0,30.0,3.0,120.0,INSTALLED AND USED,102.0,51.0,36,"5,172",677,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76321,CLOTT,GONZALEZ,NARCOTICS,WC,D,43160.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,13.0,14,"1,017",142,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76322,CLOTT,BROWN,NARCOTICS,WC,D,43423.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76323,CLOTT,FRAZER,NARCOTICS,WC,D,43183.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,3,4,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76324,CLOTT,BROWN,NARCOTICS,WC,D,43423.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76325,CLOTT,FRAZER,NARCOTICS,WC,D,43183.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,86.0,37,"4,910",440,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76326,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43437.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,68.0,23,743,737,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76327,CLOTT,FRAZER,NARCOTICS,WC,D,43212.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,83.0,8,"2,479",412,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76328,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43451.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76329,ROSS,CLARK,NARCOTICS,WC,D,43082.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76330,ROSS,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43370.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,7.0,74,202,50,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76331,ROSS,BROWN,NARCOTICS,WC,D,43188.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,20.0,74,605,118,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76332,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43398.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,20.0,116,420,80,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76333,CLOTT,BROWN,NARCOTICS,WC,D,43138.0,30.0,2.0,90.0,INSTALLED AND USED,80.0,21.0,36,"1,646",29,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76334,ROSS,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43418.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,409,310,90,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76335,CLOTT,BROWN,NARCOTICS,EO,D,43138.0,30.0,2.0,90.0,INSTALLED AND USED,80.0,12.0,0,926,1,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76336,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43070.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,46.0,0,"3,646","1,502",0,266810.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76337,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43070.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,32.0,0,"2,523",624,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76338,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43091.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,33.0,0,"1,905",550,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76339,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43137.0,30.0,2.0,90.0,INSTALLED AND USED,65.0,41.0,0,"2,692",570,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76340,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43137.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,32.0,0,926,658,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76341,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43137.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,0,18,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76342,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43137.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,6.0,0,180,48,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76343,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43166.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,12,2,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76344,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43166.0,30.0,2.0,90.0,INSTALLED AND USED,66.0,36.0,0,"2,362","1,222",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76345,CLOTT,FRIEDMAN-AGNIFILO,NARCOTICS,WC,D,43182.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,73.0,0,"2,120",328,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76346,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43059.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,136.0,0,"8,184",611,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76347,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43059.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,49.0,0,"2,919",382,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76348,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43119.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,44.0,0,526,206,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76349,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43139.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,15.0,0,291,100,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76350,ROSS,"VANCE, JR.",NARCOTICS,WC,D,43139.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76353,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43112.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,10.0,36,277,236,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76354,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43140.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,6.0,15,143,95,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76355,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43087.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,2.0,21,59,46,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76356,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43087.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,10.0,23,295,121,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76357,ROSS,BROWN,NARCOTICS,WC,D,43090.0,30.0,6.0,210.0,INSTALLED AND USED,199.0,58.0,96,"11,545","4,254",0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76358,ROSS,BROWN,NARCOTICS,WC,D,43118.0,30.0,2.0,90.0,INSTALLED AND USED,85.0,35.0,64,"2,995",288,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76359,ROSS,BROWN,NARCOTICS,WC,D,43118.0,30.0,1.0,60.0,INSTALLED AND USED,40.0,5.0,18,207,35,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76360,ROSS,BROWN,NARCOTICS,WC,D,43118.0,30.0,5.0,180.0,INSTALLED AND USED,143.0,43.0,78,"6,156",634,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76361,ROSS,BROWN,NARCOTICS,WC,D,43146.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,4.0,14,86,37,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76362,ROSS,BROWN,NARCOTICS,WC,D,43146.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,10.0,17,119,56,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76363,ROSS,BROWN,NARCOTICS,WC,D,43146.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,7.0,18,139,40,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76364,ROSS,BROWN,NARCOTICS,WC,D,43174.0,30.0,3.0,120.0,INSTALLED AND USED,114.0,30.0,28,"3,406",356,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76365,ROSS,BROWN,NARCOTICS,WC,D,43174.0,30.0,3.0,120.0,INSTALLED AND USED,114.0,17.0,22,"1,918",703,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76366,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43027.0,30.0,3.0,120.0,INSTALLED AND USED,113.0,7.0,0,831,113,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76367,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43055.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,3.0,0,185,37,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76368,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43083.0,30.0,1.0,60.0,INSTALLED AND USED,50.0,20.0,0,"1,006",45,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76369,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43083.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,0,41,5,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76370,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43083.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,11.0,0,315,12,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76371,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43112.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,0,877,14,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76372,CLOTT,"VANCE, JR.",NARCOTICS,WC,D,43112.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,16.0,0,456,2,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76378,CLOTT,BROWN,NARCOTICS,WC,D,43109.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76379,CLOTT,BROWN,NARCOTICS,WC,D,43109.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76380,CLOTT,BROWN,NARCOTICS,WC,D,43136.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76381,CLOTT,BROWN,NARCOTICS,WC,D,43153.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76382,CLOTT,BROWN,NARCOTICS,WC,D,43188.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76383,MCGRATH,BROWN,NARCOTICS,WC,D,43000.0,30.0,7.0,240.0,INSTALLED AND USED,225.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76384,CLOTT,BROWN,NARCOTICS,WC,D,43045.0,30.0,5.0,180.0,INSTALLED AND USED,129.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76385,CLOTT,BROWN,NARCOTICS,WC,D,43045.0,30.0,5.0,180.0,INSTALLED AND USED,171.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76386,CLOTT,BROWN,NARCOTICS,WC,D,43074.0,30.0,4.0,150.0,INSTALLED AND USED,128.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76387,CLOTT,GONZALEZ,NARCOTICS,WC,D,43245.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76388,CLOTT,GONZALEZ,NARCOTICS,WC,D,43263.0,30.0,5.0,180.0,INSTALLED AND USED,171.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2018-76389,CLOTT,GONZALEZ,NARCOTICS,WC,D,43345.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,NYS SUPREME COURT - 4TH JUDICIAL DEPARTMENT,2018-69745,BURNS,WHITING,NARCOTICS,"TX,WC",D,43118.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,0,168,0,827,451560.0,163560.0,0.0,0,0.0,0.0,0.0,0.0,,
